message,location
Early in Lockdown I resolved not to fly again.  Many individuals are ‘doing their bit’ - but it feels futile if international corporations continue to ignore the evidence re: global warming.    Putting profit before justice is despicable!   Doesn’t Lloyds feel it has any responsibility to ‘do it’s bit’?,"[55, -8]"
"There are more disasters such as forest fires, flooding and storms than ever before. How can you justify supporting industries and business that contribute to global warming and the climate change. Don't you care about what you are leaving for your children or grandchildren? I was unable to have children but care very much for the future of my great neices and great nephews. Think sustainable, think of helping to support the businesses that are trying to help solve this issue. Make leader and more people will invest in you. ","[51, 1]"
"It is difficult for all of us, but you know that it is necessary!","[52, 5]"
This is getting way out of hand.  We need an Earth we can live in!,"[35, -112]"
"Please stop, i beg you -  stop destroying our environment by funding fossil fuels, investing in carbon neutral is the only way","[51, 0]"
"On behalf of my children, grandchildren and great grandchildren I beg you to cease insuring all climate-wrecking companies. Surely you will have children of your own. They will not be exempt from climate meltdawn's effects.","[52, -1]"
"Please, please stop supporting fossil fuel extraction. You know it is contributing to climate change and you know the impact this is already having around the world. People are dying, livlihoods being destroyed, huge swathes of the earth ruined. ","[51, -3]"
"Living below sea level I'm aware of the danger of melting ice, rising seas and arable land becoming to salty to grow the crops were used to. And this will happen sooner still to those countries that contribute the least to climate change and can't defend themselves to it's consequences.     We have had unusually hot and dry summers in previous years. This year we had spring like weather in winter and wintry temperatures in spring. Even a few months ago the same extreme rain that cause flash floods that cost the lives of some many people and created a path of destruction in parts of Germany and Belgium hit the south of our province of Limburg as well. And if not enough happens to stop climate change it will only become worse. Not doing anything will in the long run cost more than doing the right thing.","[53, 5]"
"We are suffering from a drought (no rain for 6 months) caused by the climate crisis.  Glaciers near us are disappearing, also stopping our water supply.  It is time to stop financing and insuring fossil fuels.  Time to stop destroying the climate and our human cultures.","[44, 9]"
Stop insuring fossil fuels.,"[51, -1]"
"I love my son, who is only 22, I want to see him flourish in the future. STOP SUPPORTING FOSSIL FUELS!","[50, -5]"
"Dear Lloyds personnel    I sincerely hope you will consider refusing to insure fossil fuel projects.      Surely the time has come to wake up and do all we can to protect our eco-systems for our children and grandchildren.    With best wishes,    Martin Strube  ","[51, -4]"
Please don't insure and thereby ensure the sixth extinction.,"[-37, 175]"
"Our world is precious, life is precious. Our actions and pursuit of profit at any cost are already costing us dear and this will only increase. You have the power to stop the escalation of these changes by ruling out investing in any ecologically damaging activity and ensuring that you are not supporting activities that worsen or even sustain our current position. ","[52, -3]"
"The natural world is under stress and possible collapse from the climate crisis and I want the wildlife, trees and plants and humans, to thrive and grow.    In September, 2018 my home's basement was flooded with 4 feet of river water due to a climate-related deluge that also took out the nearby railroad bridge and many other small structures along the river.","[43, -96]"
"I love and cherish my grandchildren: I want to save them from climate chaos, and for them to live and enjoy the world we live in without danger and scarcity.","[52, 0]"
Please be sensible about fossil fuels. The planet cannot afford what you are doing!,"[53, 1]"
A small amount of empathetic understanding is all you need to realise how ethically abhorrent the burning of coal is.  Don't condone that by insuring them.  Rediscover some of your humanity.  ,"[53, -6]"
